X,Y,OBJECTID,NAME,ADDRESS,TOWN,MUNICIPALITY,POSTAL_CODE,PHONE,FAX,PROFIT_TYPE,AGES,HOURS,INTERSECTION,SUBSIDY,ACCESSIBILITY,PARKING,WEBSITE,GlobalID,LANGUAGE,CWELCC
652039.007,4853850.056,867,Bayfair Daycare,817 Kingston Road,PICKERING,PICKERING,L1V 1A9,(905) 839-1842,,0,Infant - 12yrs, 6:30:00AM -  6:00:00PM,Whites Rd and Kingston Rd,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.bayfairdaycare.com,{927D2422-9EEE-4540-81D1-5CA882579F69},,Yes
655199.767,4865507.1,868,"Stonemoor School Age, Valley View",3530 Westney Road North,GREENWOOD,PICKERING,L0H 1H0,(416) 458-2114,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Hwy 7 and Westney Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{015DE715-14D4-4376-AF2D-CE9F2FB10F85},,Yes
658067.889,4861654.051,869,"P.R.Y.D.E., St. Josephine Bakhita",51 Williamson Drive East,AJAX,AJAX,L1T 0A9,(905) 426-1151,,0,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Salem and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{9A994722-8A3F-491D-B740-F20B609BE811},,Yes
652689.727,4854553.461,870,Bridges Kinder Connection,1066 Dunbarton Road,PICKERING,PICKERING,L1V 1G8,(905) 831-9161,,1,Infant - 12yrs, 6:45:00AM -  6:00:00PM,Hwy #2 and Dixie Rd,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.bridgeskinderconnection.com,{67B31F99-7DBD-480E-8BFE-0D52BD69391A},,Yes
672693.646,4863966.832,871,Coronation YMCA Before and After School,445 Adelaide Ave E,OSHAWA,OSHAWA,L1G 2A4,(289) 927-3798,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Central Park Blvd N and Adelaide Ave E,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{10D24220-FB8B-4B99-A040-21F63F4BCDFB},,Yes
656074.175,4857385.857,872,St. George's School & Day Care Centre,77 Randall Drive,AJAX,AJAX,L1S 6L4,(905) 683-0545,,0,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Church Street and Kingston Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.edukids.ca,{F6352225-EE32-4CB5-95F2-01FEF9BF77AB},,Yes
666953.501,4861317.735,874,"Fairy Glen Day Care, St. Theresa",173 Crawforth Street North,WHITBY,WHITBY,L1N 3S4,(905) 666-3154,,0,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Anderson and Highway 2,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairyglendaycare.com,{819D7D8A-1909-4858-B6BB-1C27CA774E7E},,Yes
671627.063,4860157.35,875,Park Child Care Centre,795 Park Road South,OSHAWA,OSHAWA,L1J 4J9,(905) 433-0600,,1,18m - 7yrs, 6:00:00AM -  6:00:00PM,Park Rd S and Bloor St W,Yes,Wheelchair Accessible Outside Only,Parking On site,http://www.parkchildcare.ca,{4586641F-C74B-43B9-BBE3-645E8A3ADC05},,Yes
652479.339,4854356.682,876,"Muppets Children's Centre, Pickering",986 Dunbarton Road,PICKERING,PICKERING,L1V 1G8,(905) 420-3211,,1,18m - 13yrs, 6:45:00AM -  6:00:00PM,Kingston Rd and Fairport Rd,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.victoriavillage.com,{50097B9C-7C4B-44A0-A8DB-42C14C161C5F},,Yes
657059.44,4858811.922,877,Jubilee Childcare Centre,31 Brennan Road,AJAX,AJAX,L1T 2G2,(905) 239-9556,,1,Infant - 12yrs, 7:30:00AM -  6:00:00AM,Westney Rd and Kingston Road,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.jubileechildcare.ca,{41394CE3-B8DF-4BB7-9082-EFF2B3F198F1},,No
685203.343,4866557.035,878,St. Elizabeth YMCA School Age Program,610 Longworth Avenue,BOWMANVILLE,CLARINGTON,L1C 5B8,(289) 927-2921,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Liberty St N and Longworth Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{E76832BE-8EE2-4CA8-A152-CA63A4BD7480},,Yes
667261.816,4859531.853,879,Kendalwood Montessori School,104 Consumers Drive,WHITBY,WHITBY,L1N 5T3,(905) 665-4766,,1,Infant - 5yrs, 7:00:00AM -  6:00:00PM,Brock and Consumers Dr,No,Wheelchair Accessible Inside and Outside,Parking On site,http://www.kendalwoodmontessori.com,{1AE66F7D-E3EF-4DD4-9F05-3D3298599CF2},,No
657081.914,4860752.517,880,St. Andre Besette YMCA Before and After School,60 Seggar Avenue,AJAX,AJAX,L1T 4Y4,(289) 200-3217,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Westney and Seggar Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{6C4B02C7-AEDF-4B9A-9685-77617AD852BB},,Yes
684614.767,4863206.614,881,Dr. Ross Tilley YMCA Child Care Centre,45 Westside Drive,BOWMANVILLE,CLARINGTON,L1C 4Y8,(905) 697-3171,,0,30m - 12yrs, 7:00:00AM -  6:00:00PM,Baseline and Waverly,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.ymcagta.org,{865D6EDB-E2C3-4B5D-9148-43FF6F047FB0},,Yes
655847.65,4912055.856,882,"Stonemoor, McCaskill's Mills",85 Albert Street,CANNINGTON,BROCK,L0E 1E0,(705) 432-8800,,0,Infant - 12yrs, 6:15:00AM -  6:00:00PM,Cameron St and Albert St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{65D232C7-AFEC-4244-8E6B-FEC21574317C},,Yes
658938.878,4856001.626,883,Ajax Early Learning & Child Care Centre,22 Centennial Road,AJAX,AJAX,L1S 3K4,(905) 683-4001,,0,Infant - 6yrs, 7:00:00AM -  6:00:00PM,Bayly St and Monarch Rd,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.durham.ca,{1B2667DE-D9C5-43D3-A9FE-67243772ED65},,Yes
670476.964,4868588.552,884,Kedron YMCA Child Care Centre,1935 Ritson Road North,OSHAWA,OSHAWA,L1H 7K5,(905) 720-2727,,0,30m - 12yrs, 6:45:00AM -  6:00:00PM,Conlin Rd and Ritson Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{B0C0D654-BFE4-4595-8E93-5FF7176B4DFD},,Yes
663150.015,4863142.979,885,St. Luke YMCA Before and After School,55 Twin Streams Road,WHITBY,WHITBY,L1P 1N9,(905) 904-0545,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Twin Streams Rd and Cochrane St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{57322C17-B7F9-47A1-835B-57FD038E3486},,Yes
660121.666,4857455.987,886,"EduKids Child Care, Salem",255 Salem Road #10-13,AJAX,AJAX,L1Z 0B1,(905) 426-5515,,1,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Salem and Hwy 401,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.edukids.ca,{FE6C983C-68D1-4658-A216-95F29DD0F433},,Yes
669934.466,4863403.468,887,St. Christopher YMCA School Age Program,431 Annapolis Avenue,OSHAWA,OSHAWA,L1J 2Y5,(289) 928-2711,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Annapolis Ave and Gibbons St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{DCE76996-358D-4B96-917C-FC754694E0CB},,Yes
649407.905,4854490.229,888,Montessori Mantra,1884 Altona Road,PICKERING,PICKERING,L1V 1M7,(905) 509-4773,,1,Infant - 6yrs, 7:00:00AM -  6:00:00PM,Altona and Sheppard,No,Wheelchair Accessible Inside Only,"Parking On site, designated handicapped",http://www.montessorimantra.com,{9758A80A-E2C7-4BD6-B85A-06645C12DF5D},,No
659079.728,4856314.974,889,"EduKids Child Care, Bayly",75 Bayly Street West,AJAX,AJAX,L1S 7K7,(905) 427-1112,,1,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Harwood and Bayly,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.edukids.ca,{B6A10CA9-454B-4525-9F92-79D3ADB5CDC0},,Yes
664742.093,4863797.261,890,"Schoolhouse Playcare, Ormiston",20 Forest Heights Street,WHITBY,WHITBY,L1R 1T5,(905) 430-3346,,0,18m - 12yrs, 6:30:00AM -  6:30:00PM,Taunton Rd and Garden St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{D05994D7-A286-49C2-8A0A-730292DE6857},,Yes
657948.709,4862209.255,891,"Smart Start Montessori & Childcare, Middlecote",81 Middlecote Drive,AJAX,AJAX,L1T 0K3,(905) 686-5000,,1,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Salem and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.smartstartlearningdaycares.com,{6DA9F072-C655-45E7-9A6F-FE7DD1FF108E},,Yes
670991.959,4864564.64,892,Dr. SJ Phillips YMCA Before and After School,625 Simcoe Street North,OSHAWA,OSHAWA,L1G 4V5,(289) 928-0423,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Simcoe St N and Rossland Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{7B674E20-D453-4EE8-9259-7480801D56C2},,Yes
651190.968,4855469.042,895,Gandatsetiagon Before and After School Age Program,1868 Parkside Drive,PICKERING,PICKERING,L1W 2H7,(905) 420-6419,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Finch Ave & Whites Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{590E6A88-3D37-473E-883C-84639EA81F2B},,Yes
663922.53,4869100.307,896,Village of Brooklin Co-operative Playschool,45 Cassels Road E,BROOKLIN,WHITBY,L1M 1A4,(437) 223-8608,,0,30m - 5yrs, 9:00:00AM -  3:30:00PM,Winchester and Baldwin,Yes,Wheelchair Accessible Inside Only,"Parking On site, designated handicapped",http://www.vbcplayschool.ca,{C2218E24-B45F-4ACF-BAD4-19D95CCDBECE},,Yes
675998.503,4864255.756,898,S.T. Worden Before and After School Program,1462 Nash Road,COURTICE,CLARINGTON,L1E 1S7,(905) 240-5255,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Nash Road and Townline Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{F4BBC989-37C3-4BEC-919D-0316A0BB2F22},,Yes
658619.912,4854215.543,900,"P.R.Y.D.E., Lakeside",4 Parkes Drive,AJAX,AJAX,L1S 4X1,(905) 622-5260,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Findley Ave and Parkes Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{AB712E0F-E067-4CDD-BF3D-262C9A294E04},,Yes
659939.123,4858358.252,901,"Schoolhouse Playcare, Cadarackque",15 Miles Drive,AJAX,AJAX,L1Z 1C7,(905) 428-3331,,0,18m - 12yrs, 6:30:00AM -  6:00:00PM,Highway 2 and Salem Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{42D3E6A6-BB82-47E7-9176-989C25E081E0},,Yes
685963.375,4866981.504,902,"Compass ELC, Harold Longworth",350 Longworth Avenue,BOWMANVILLE,CLARINGTON,L1C 5J5,(905) 429-9687,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Longworth Ave and Brooking Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.compasselc.com,{75179634-06F8-41C5-9175-5D81E96BC850},,Yes
664034.076,4885255.277,904,Where We Grow Early Learning Centre,399 Queen Street,PORT PERRY,SCUGOG,L9L 1L4,(905) 985-0800,,1,18m - 6yrs, 6:30:00AM -  6:00:00PM,Rosa St and Queen St,No,Wheelchair Accessible Outside Only,Parking On site,http://www.wherewegrow.com,{223CC6DA-A8B6-47A7-A0B5-3686C8E7682E},,No
678451.226,4864476.686,905,"Helping Hands Daycare, Courtice",2727 Courtice Road Suite 201,COURTICE,CLARINGTON,L1E 3A2,(905) 721-0101,,1,Infant - 6yrs, 6:15:00AM -  6:30:00PM,Highway 2 and Courtice,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.helpinghandsdaycare.ca,{D6D07A76-3BFF-4893-AF4A-1FB98FC00D38},,Yes
659245.073,4860942.944,908,Tender Years Child Care Centre 2,"338 Rossland Road East, Unit 5",AJAX,AJAX,L1Z 0L9,(905) 683-2559,,1,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Rossland and Salem,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.tenderyearschildcare.ca,{CFA62179-8305-41F2-B930-3B027392B887},,Yes
673271.681,4858786.598,909,Lakewoods ELCC Before and After School,323 Chaleur Avenue,OSHAWA,OSHAWA,L1J 1G5,(905) 725-1425,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Cedar St and Phillip Murray Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.durham.ca,{30E80E82-4F35-477D-883A-8824AFE14AFE},,Yes
658597.906,4857870.042,910,Lord Elgin Preschool and School Age Program,24 Ontario Street,AJAX,AJAX,L1S 1T6,(905) 427-7780,,0,30m - 12yrs, 6:30:00AM -  6:00:00PM,Harwood and Highway 2,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{A8144B99-2793-42BD-B450-4230F2412FC8},,Yes
663477.098,4886414.819,911,The Children's House Montessori School,16150 Old Simcoe Road,PORT PERRY,SCUGOG,L9L 1P3,(905) 985-3431,,1,18m - 12yrs, 7:00:00AM -  6:00:00PM,Reach St and Old Simcoe Rd,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.childrenshouse.ca,{20597394-5A46-4B8E-9021-D55A4DFD85BC},,Yes
656755.96,4912449.476,912,"Stonemoor Nursery School, Cannington",91 Elliot Street,CANNINGTON,BROCK,L0E 1E0,(705) 340-8986,,0,30m - 6yrs, 9:30:00AM - 11:30:00AM,Cameron St and Elliot St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{3020071A-4816-4140-9CE5-CADDD7941BB5},,Yes
685195.004,4863935.257,913,Happy Apple Children's Centre,104 Waverly Road Unit 206,BOWMANVILLE,CLARINGTON,L1C 3W9,(905) 623-8607,,1,30m - 12yrs, 5:30:00AM -  6:00:00PM,Hwy 401 and Waverly,Yes,Wheelchair Accessible Not accessible,"Parking On site, designated handicapped",,{2CE4F884-8621-41AD-8BD7-52E9A40A6C7F},,Yes
685358.089,4863565.325,914,Waverley Before & After School Age Program,168 Waverley Road,BOWMANVILLE,CLARINGTON,L1C 3Y8,(905) 697-3475,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Waverley Road and Hwy 57,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{E3EBF847-C549-4E8D-AECB-EA9C9565BE63},,Yes
650245.057,4854313.672,915,St. Elizabeth Seton YMCA Child Care Centre,490 Strouds Lane,PICKERING,PICKERING,L1V 6W7,(905) 831-9724,,0,18m - 12yrs, 7:00:00AM -  6:00:00PM,Whites Rd and Strouds Lane,Yes,Wheelchair Accessible Inside Only,"Parking On site, designated handicapped",http://www.ymcagta.org,{E854191F-1CE1-4FB0-AB9B-6751D9C93821},,Yes
656227.566,4857877.866,916,"Schoolhouse Playcare, Lincoln Alexander",95 Church Street North,AJAX,AJAX,L1T 2W4,(905) 619-3627,,0,18m - 12yrs, 6:45:00AM -  6:15:00PM,Highway 2 and Church Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{DF238A00-9B7C-446E-82A9-DA45A34859BF},,Yes
664790.359,4869056.748,917,"Helping Hands Daycare, Brooklin","5959 Anderson Street, Unit 2A",BROOKLIN,WHITBY,L1M 2E9,(905) 655-3522,,1,Infant - 6yrs, 6:30:00AM -  6:30:00PM,Anderson and Winchester,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.helpinghandsdaycare.ca,{3D749A85-373F-481B-835E-AED863672D02},,Yes
654401.907,4858139.242,918,"Les Lucioles, Pickering",2235 Brock Road,PICKERING,PICKERING,L1V 2P8,(905) 683-3553,,0,18m - 12yrs, 6:30:00AM -  6:00:00PM,Brock and Taunton Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.lesluciolesinc.ca,{702CB813-1102-4455-AC0A-50CBA91F59C3},Bilingual,Yes
658261.727,4861845.127,919,"Kids' Campus Child Care, Da Vinci",61 Williamson Drive East,AJAX,AJAX,L1T 0A9,(905) 259-5248,,0,44m - 12yrs, 7:00:00AM -  6:30:00PM,Taunton Road and Williamson Dr,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kidscampus.ca,{4BE0335B-8269-4311-B9E9-C16FC1B3B677},,Yes
652675.229,4855576.815,920,Vaughan Willard YMCA Child Care,1911 Dixie Road North,PICKERING,PICKERING,L1V 1V4,(905) 839-3007,,0,30m - 12yrs, 7:00:00AM -  6:00:00PM,Dixie and Glenanna,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{56FA2424-FD67-4372-9418-0C6FABEC6BBA},,Yes
663019.904,4861271.703,921,Colonel JE Farewell YMCA Before & After School Program,810 McQuay Boulevard,WHITBY,WHITBY,L1P 1J1,(289) 830-2437,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,McQuay and Michael Blvd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{718697AA-7B7D-4DF1-B84F-7C06759FF9AA},,Yes
667024.001,4864925.037,922,"Schoolhouse Playcare, Sir Samuel Steele",55 Bakerville Street,WHITBY,WHITBY,L1R 2K4,(905) 579-2896,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Dryden Blvd and Thickson Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{170EEE28-AE96-4484-BA70-9B89146C6B79},,Yes
656811.1,4858718.138,923,Westney Heights YMCA Before and After School,45 Brennan Road,AJAX,AJAX,L1T 1X8,(289) 927-3543,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Highway 2 and Westney Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{5FB893E2-4F7F-4C0B-8762-53F1881D6D94},,Yes
680965.883,4871352.009,924,Hampton YMCA Before and After School,43 Ormiston Street,HAMPTON,CLARINGTON,L0B 1J0,(289) 927-2959,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Old Scugog Rd and Ormiston St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{5A2C5274-6760-428F-A89E-4C89DEB0AED8},,Yes
685494.056,4865006.982,925,Central Bowmanville YMCA School Age Program,120 Wellington St,BOWMANVILLE,CLARINGTON,L1C 1V9,(905) 925-4500,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Wellington and Scugog St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{A74EA458-BEE6-4813-9A18-5E18B8C6AF64},,Yes
684760.671,4866809.408,926,"Compass ELC, Charles Bowman Schoolage",195 Bons Avenue,BOWMANVILLE,CLARINGTON,L1C 0H8,(905) 259-9283,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Bons Avenue and Scugog Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.compasselc.com,{2850DFA1-3559-4E00-8045-1764F8D1D631},,Yes
663773.039,4863715.583,927,"Kids' Campus Child Care, Jack Miner",144 Whitburn Street,WHITBY,WHITBY,L1R 2N1,(905) 621-4550,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Brock St and Taunton Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kidscampus.ca,{7E5DC916-076C-4DAF-B21C-1B02610189C8},,Yes
654154.57,4855515.281,928,"EduKids Child Care, Glenanna",1875 Glenanna Road Unit 101,PICKERING,PICKERING,L1V 3V6,(905) 831-9966,,1,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Kingston Rd and Liverpool Rd,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.edukids.ca,{7103C957-24D4-4200-BBED-8A5BB44F4448},,Yes
669434.697,4862984.438,930,"Les Lucioles, Ecole Antonine Maillet",615 Ridgeway Avenue,OSHAWA,OSHAWA,L1J 2W3,(905) 438-0469,,0,18m - 12yrs, 7:00:00AM -  6:00:00PM,Rossland and Stevenson,Yes,Wheelchair Accessible Inside and Outside,Parking At an Adjacent Site,http://www.lesluciolesinc.ca,{22BFDE05-FCB6-4672-B0D1-2C3F02F7AEF0},Bilingual,Yes
662796.687,4869771.131,931,Chris Hadfield YMCA Before and After School,160 Carnwith Drive West,BROOKLIN,WHITBY,L1M 0A5,(289) 927-6953,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Ashburn Rd and Columbus Rd W,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{670446F2-F170-411D-B774-5F0302F8F189},,Yes
667691.839,4863665.983,932,Children's Montessori Day Care,1850 Rossland Road East,WHITBY,WHITBY,L1N 3P2,(905) 723-3998,,1,18m - 6yrs, 6:30:00AM -  6:30:00PM,Rossland and Garrard,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.childrensMDC.com,{4258F720-2C04-4398-93E5-5D6CB4B1A1EC},,Yes
652609.537,4856418.331,933,St. Isaac Jogues YMCA Before and After School,1166 Finch Avenue,PICKERING,PICKERING,L1V 1J6,(289) 923-8259,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Finch Ave and Liverpool Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{C61A18CC-DA36-41E8-B4A9-A63A550BF0EE},,Yes
665124.072,4860727.259,934,"Kids & Company, Whitby",142 Byron Street North,WHITBY,WHITBY,L1N 4M9,(905) 430-0818,,1,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Mary St and Brock St N,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.kidsandcompany.com,{63FF79C4-D25F-4224-99E9-B76189907B75},,Yes
663322.13,4861048.445,935,"The Apple Tree Preschool & Learning Centre, Whitby","900 Bonacord Avenue, Unit 4",WHITBY,WHITBY,L1P 1H8,(905) 655-7205,,1,18m - 12yrs, 6:30:00AM -  6:00:00PM,McQuay Blvd and Bonacord,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.theappletreepreschool.com,{214438E4-DDB5-4AD8-B70D-FA4CADE2F92A},,Yes
678274.755,4863580.953,936,"Compass ELC, Good Shepherd School Age",20 Farmington Drive,COURTICE,CLARINGTON,L1E 3B9,(905) 718-3678,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Trulls Rd and Farmington Dr,Yes,Wheelchair Accessible Inside and Outside,Parking Street / Public Lot,http://www.compasselc.com,{E8A0C5F3-7B47-497C-976E-68C708551115},,Yes
668601.012,4862928.718,937,"Schoolhouse Playcare, Stephen Saywell",855 Roundelay Drive,OSHAWA,OSHAWA,L1J 7V1,(905) 433-4730,,0,30m - 12yrs, 6:30:00AM -  6:00:00PM,Rossland Rd and Thornton Ave,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{2B480450-FF94-4DDD-BFA2-DF43F2DC2353},,Yes
672289.909,4864606.743,938,Walter E. Harris Before and After School Program,495 Central Park Blvd. N.,OSHAWA,OSHAWA,L1G 6L4,(905) 432-2532,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Central Park Blvd & Hillcroft St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{4216AE36-45F1-4005-9167-06D0053FFBB4},,Yes
677509.964,4866731.801,939,St. Mary of Leuca Daycare Centre,3810 Courtice Road North,COURTICE,CLARINGTON,L1E 2L5,(905) 436-2308,,0,18m - 5yrs, 6:30:00AM -  6:00:00PM,Courtice Rd N and Highway 2,Yes,Wheelchair Accessible Inside and Outside,Parking On site,,{AF9E837F-30D1-4CEA-A2EA-DC70A7BC0005},,Yes
663523.698,4868956.551,940,"Little Orchard Daycare, Brooklin",3 Cassels Road West,BROOKLIN,WHITBY,L1M 1A4,(905) 655-2306,,1,18m - 13yrs, 7:00:00AM -  6:00:00PM,Winchester Road and Baldwin Road,Yes,Wheelchair Accessible Not accessible,"Parking On site, designated handicapped",http://www.victoriavillage.com,{3DDC727F-4632-4399-9A7E-8A8D8C40B69E},,Yes
671957.519,4867328.071,941,Big Hearts Day Care Centre,1383 Wilson Road North,OSHAWA,OSHAWA,L1K 2Z5,(905) 440-4791,,1,Infant - 6yrs, 6:30:00AM -  6:30:00PM,Wilson Rd N and Taunton Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",,{8639B19C-7CE1-4DB5-837F-3173C4E4DC11},,Yes
677214.792,4863750.202,942,Dr. Emily Stowe YMCA Child Care Centre,71A Sandringham Drive,COURTICE,CLARINGTON,L1E 1W9,(905) 432-0968,,0,30m - 12yrs, 6:45:00AM -  6:00:00PM,Sandringham Dr and Highway 2,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{EBF0479B-7953-4C31-961D-5CEF29157066},,Yes
652044.137875,4853105.423125,943,Father Fenelon YMCA Child Care,795 Eyer Drive,PICKERING,PICKERING,L1W 2K2,(905) 420-2343,,0,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Bayly and Whites Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{EED5D087-A5C9-46DC-9CDD-27EBBB6B0D82},,Yes
657739.724,4859750.025,944,"P.R.Y.D.E., St. Catherine of Siena",15 Bennett Avenue,AJAX,AJAX,L1T 3P1,(905) 428-6421,,0,18m - 12yrs, 7:00:00AM -  6:00:00PM,Rossland and Westney,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{826926C9-EA2A-473B-8920-185FB0349B72},,Yes
667849.909,4860930.085,945,Kinder Corner Day Care,63 Thickson Road South,WHITBY,WHITBY,L1N 2C6,(905) 434-3636,,1,18m - 6yrs, 6:30:00AM -  6:30:00PM,Thickson and Dundas St E,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.victoriavillage.com,{EF0965A9-90DD-4FED-BFDE-11344AE7CCC0},,Yes
